date,year,location,species,type,count
6/27,2013,Kogrukluk River,Coho,Estimated,0
6/27,2013,Kogrukluk River,Sockeye,Estimated,0
6/27,2014,Kogrukluk River,Chinook,Counted Live,33
6/27,2014,Kogrukluk River,Chum,Counted Live,47
6/27,2014,Kogrukluk River,Coho,Counted Live,0
6/27,2014,Kogrukluk River,Sockeye,Counted Live,0
6/27,2015,Kogrukluk River,Chinook,Counted Live,8
6/27,2015,Kogrukluk River,Chum,Counted Live,21
6/27,2015,Kogrukluk River,Coho,Counted Live,0
6/27,2015,Kogrukluk River,Sockeye,Counted Live,0
6/27,2016,Kogrukluk River,Chinook,Counted Live,54
6/27,2016,Kogrukluk River,Chum,Counted Live,30
6/27,2016,Kogrukluk River,Coho,Counted Live,0
6/27,2016,Kogrukluk River,Sockeye,Counted Live,0
6/27,2017,Kogrukluk River,Chinook,Counted Live,2
6/27,2017,Kogrukluk River,Chum,Counted Live,33
6/27,2017,Kogrukluk River,Coho,Counted Live,0
6/27,2017,Kogrukluk River,Sockeye,Counted Live,0
6/28,1976,Kogrukluk River,Chinook,Estimated,0
6/28,1976,Kogrukluk River,Chum,Estimated,0
6/28,1976,Kogrukluk River,Sockeye,Estimated,0
6/28,1978,Kogrukluk River,Chinook,Estimated,7
6/28,1978,Kogrukluk River,Chum,Estimated,308
6/28,1978,Kogrukluk River,Sockeye,Estimated,0
6/28,1979,Kogrukluk River,Chinook,Estimated,0
6/28,1979,Kogrukluk River,Chum,Estimated,0
6/28,1979,Kogrukluk River,Sockeye,Estimated,0
6/28,1981,Kogrukluk River,Chinook,Counted Live,334
6/28,1981,Kogrukluk River,Chum,Counted Live,1203
6/28,1981,Kogrukluk River,Coho,Counted Live,0
6/28,1981,Kogrukluk River,Sockeye,Counted Live,222
6/28,1982,Kogrukluk River,Chinook,Estimated,53
6/28,1982,Kogrukluk River,Chum,Estimated,7
6/28,1982,Kogrukluk River,Coho,Estimated,0
6/28,1982,Kogrukluk River,Sockeye,Estimated,18
6/28,1983,Kogrukluk River,Chinook,Counted Live,17
6/28,1983,Kogrukluk River,Chum,Counted Live,60
6/28,1983,Kogrukluk River,Coho,Counted Live,0
6/28,1983,Kogrukluk River,Sockeye,Counted Live,0
6/28,1984,Kogrukluk River,Chinook,Counted Live,57
6/28,1984,Kogrukluk River,Chum,Counted Live,38
6/28,1984,Kogrukluk River,Coho,Counted Live,0
6/28,1984,Kogrukluk River,Sockeye,Counted Live,3
6/28,1985,Kogrukluk River,Chinook,Estimated,0
6/28,1985,Kogrukluk River,Chum,Estimated,0
6/28,1985,Kogrukluk River,Coho,Estimated,0
6/28,1985,Kogrukluk River,Sockeye,Estimated,0
6/28,1986,Kogrukluk River,Chum,Estimated,0
6/28,1986,Kogrukluk River,Coho,Estimated,0
6/28,1986,Kogrukluk River,Sockeye,Estimated,0
6/28,1987,Kogrukluk River,Coho,Estimated,0
6/28,1988,Kogrukluk River,Chinook,Estimated,0
6/28,1988,Kogrukluk River,Chum,Estimated,0
6/28,1988,Kogrukluk River,Coho,Estimated,0
6/28,1988,Kogrukluk River,Sockeye,Estimated,0
6/28,1990,Kogrukluk River,Chinook,Counted Live,2
6/28,1990,Kogrukluk River,Chum,Counted Live,18
6/28,1990,Kogrukluk River,Coho,Counted Live,0
6/28,1990,Kogrukluk River,Sockeye,Counted Live,0
6/28,1991,Kogrukluk River,Chinook,Estimated,0
6/28,1991,Kogrukluk River,Chum,Estimated,0
6/28,1991,Kogrukluk River,Coho,Estimated,0
6/28,1991,Kogrukluk River,Sockeye,Estimated,0
6/28,1992,Kogrukluk River,Chinook,Estimated,1
6/28,1992,Kogrukluk River,Chum,Estimated,1550
6/28,1992,Kogrukluk River,Sockeye,Estimated,0
6/28,1993,Kogrukluk River,Chinook,Estimated,3
6/28,1993,Kogrukluk River,Chum,Estimated,4
6/28,1993,Kogrukluk River,Sockeye,Estimated,0
6/28,1994,Kogrukluk River,Coho,Estimated,0
6/28,1995,Kogrukluk River,Chinook,Estimated,19
6/28,1995,Kogrukluk River,Chum,Estimated,86
